ril_gen,ril,gen,ht_ctrl,ht_t,spad_ctrl,spad_t,rwc_ctrl,rwc_t,agb_ctrl,agb_t,bgb_ctrl,bgb_t,lt_ctrl,lt_t
E1_F5,E1,F5,11,10.4,32.1,18.9,95.34883721,-21.875,0.9071,0.2194,0.3228,0.1132,30.2,33.7
E1_F5,E1,F5,17.3,9.5,34.7,32.3,84,17.59259259,0.4999,0.2062,0.1515,0.1101,29.4,33.2
E1_F5,E1,F5,15.7,9.7,27.4,NA,85,NA,0.6986,0.2575,0.2134,0.1211,NA,NA
E1_F5,E1,F5,12.3,9.1,28.6,NA,85.45454545,NA,0.5662,0.2307,0.1949,0.1259,NA,NA
E10_F5,E10,F5,12.5,8.2,30.9,26.2,104.494382,2.272727273,0.3975,0.1984,0.1824,0.1389,30.9,32.7
E10_F5,E10,F5,11.3,8.2,28.9,25.2,98.64864865,91.75257732,0.5253,0.2404,0.2218,0.1286,29.3,35
E10_F5,E10,F5,12.2,8.8,37,23.2,88.46153846,85.71428571,0.3877,0.2722,0.3816,0.1706,NA,NA
E10_F5,E10,F5,11.8,7.9,30.8,28,84.7826087,88.88888889,0.4046,0.1842,0.1686,0.0944,NA,NA
E11_F5,E11,F5,13.6,7.5,33.4,14.4,95.55555556,27.5862069,0.7802,0.1917,0.2828,0.0689,27.5,34
E11_F5,E11,F5,13.8,8.4,23,24.5,104.5454545,41.37931034,0.7468,0.1281,0.4064,0.0769,28.8,31.3
E11_F5,E11,F5,14.9,12.2,29.1,25,93.47826087,91.17647059,0.4439,0.1991,0.0944,0.0818,NA,NA
E11_F5,E11,F5,14.7,10.5,31.9,27.3,93.75,45.65217391,0.49,0.2256,0.193,0.1197,NA,NA
E14_F3,E14,F3,16.3,12.7,24.2,33.2,76.47058824,11.76470588,0.5142,0.1823,0.2866,0.0873,34.5,36.4
E14_F3,E14,F3,16.5,9.8,22.5,16.9,73.33333333,22.22222222,0.5891,0.2268,0.1861,0.1259,30.6,32.2
E14_F3,E14,F3,17.9,12,27.9,26.1,96.62542182,25,0.6529,0.2487,0.3563,0.2079,NA,NA
E14_F3,E14,F3,18.2,12.3,31.5,21.5,93.75,83.78378378,0.4608,0.1082,0.1949,0.0824,NA,NA
E15_F5,E15,F5,13.1,8.7,33.6,34.5,91.37931034,30.76923077,0.7601,0.1712,0.3355,0.0959,29.6,36.9
E15_F5,E15,F5,12.4,7.8,33.9,27.8,88.88888889,22.91666667,0.6005,0.1954,0.2149,0.166,30.4,33.3
E15_F5,E15,F5,11.4,9,29.5,NA,90.54054054,NA,0.4231,0.2071,0.1878,0.0877,NA,NA
E15_F5,E15,F5,10.4,8.6,28.1,27.6,101.8181818,51.85185185,0.3243,0.1783,0.1213,0.0955,NA,NA
E16_F5,E16,F5,14.4,8.9,21.7,27.5,100,18.68131868,0.3343,0.2051,0.0639,0.0838,27.1,35
E16_F5,E16,F5,11.6,8.9,22.1,NA,85.71428571,NA,0.2367,0.2204,0.0383,0.0817,32.9,35.1
E16_F5,E16,F5,15.9,7.2,26.8,NA,100,NA,0.6028,0.1932,0.2611,0.0766,NA,NA
E16_F5,E16,F5,11.6,7.3,26.4,24.8,91.66666667,85.18518519,0.6652,0.0923,0.3064,0.0439,NA,NA
E17_F5,E17,F5,12.9,9.8,27.4,29.8,84,18.86792453,0.8793,0.2175,0.3272,0.1041,NA,NA
E17_F5,E17,F5,13.6,9.4,30.9,NA,103.5087719,NA,0.7223,0.2443,0.2277,0.1556,NA,NA
E17_F5,E17,F5,13.7,8.5,32.2,NA,89.79591837,NA,0.4094,0.1719,0.1886,0.0913,NA,NA
E17_F5,E17,F5,14.2,10.7,28,25.5,85.04672897,81.25,0.6477,0.1817,0.2222,0.1179,NA,NA
E18_F5,E18,F5,10.9,11.5,30.5,9.4,98.21428571,28.20512821,0.7731,0.2468,0.2815,0.108,NA,NA
E18_F5,E18,F5,16.1,12.9,32.1,11.8,87.17948718,30.95238095,0.5171,0.2415,0.1759,0.0872,NA,NA
E18_F5,E18,F5,15.4,10.5,30.1,25.2,91.66666667,21.42857143,0.5683,0.1998,0.2668,0.0904,NA,NA
E18_F5,E18,F5,16,12.1,27.5,NA,86.36363636,NA,0.6361,0.2725,0.2322,0.0905,NA,NA
E18-W_F5,E18-W,F5,14,11,28.8,45.7,118.5185185,43.39622642,0.7922,0.1834,0.1941,0.0832,29,34.6
E18-W_F5,E18-W,F5,15.5,5.6,27.5,31.2,96.61016949,30.6122449,0.6687,0.2203,0.4174,0.0997,26.1,33.3
E18-W_F5,E18-W,F5,14.1,8.4,31.7,32.7,104.7619048,18.11023622,0.8119,0.1367,0.2365,0.0923,NA,NA
E18-W_F5,E18-W,F5,14.8,4.7,31.9,17.9,100,100,1.0275,0.1754,0.2869,0.0719,NA,NA
E19_F5,E19,F5,11.6,7.8,26.8,31.9,100,17.74193548,0.5814,0.2061,0.3053,0.1011,NA,NA
E19_F5,E19,F5,12.9,7.9,32.7,NA,95.08196721,NA,0.4923,0.2031,0.247,0.0774,NA,NA
E19_F5,E19,F5,11.4,8.4,35,NA,89.47368421,NA,0.5574,0.1406,0.5702,0.1076,NA,NA
E19_F5,E19,F5,11.4,8.6,33.9,12.6,89.13043478,21.05263158,0.6879,0.1683,0.3155,0.0922,NA,NA
E2_F5,E2,F5,13.5,8.8,31,19.9,95.68965517,20.58823529,0.7056,0.1887,0.1855,0.0886,30.5,34.2
E2_F5,E2,F5,18,10,35.1,30.3,96.15384615,91.42857143,0.5124,0.1679,0.2432,0.1339,31.6,34
E2_F5,E2,F5,12.2,7.2,29.2,23.5,89.0625,86.66666667,0.6162,0.1707,0.2335,0.0823,NA,NA
E2_F5,E2,F5,11.9,10.1,22.7,25.7,91.30434783,45.91836735,0.3005,0.1882,0.0928,0.1116,NA,NA
E20_F5,E20,F5,13.5,10,23.3,NA,86.11111111,NA,0.6908,0.2272,0.2272,0.1214,28.6,31.6
E20_F5,E20,F5,14.7,10.6,26.4,28.2,91.83673469,91.66666667,0.6989,0.2189,0.2026,0.1163,31.3,34
E20_F5,E20,F5,12.5,7.5,30,25.1,97.22222222,89.47368421,0.9126,0.2032,0.2412,0.1633,NA,NA
E20_F5,E20,F5,14.4,8.6,28.7,11.4,94.11764706,58.82352941,0.8352,0.3009,0.2244,0.1576,NA,NA
E21_F5,E21,F5,20,14.3,30.4,NA,104.0816327,NA,0.9317,0.1438,0.2644,0.1045,NA,NA
E21_F5,E21,F5,18.2,13.4,19.6,NA,105.1282051,NA,0.4344,0.2105,0.3939,0.0763,NA,NA
E21_F5,E21,F5,23.8,11,29.3,14.8,81.30841121,19.91150442,0.4665,0.2211,0.2328,0.0992,NA,NA
E21_F5,E21,F5,17,9.5,23.4,NA,93.02325581,NA,0.7352,0.1711,0.4169,0.1421,NA,NA
E21-W_F5,E21-W,F5,18,13.3,26,NA,95.45454545,NA,0.8136,0.2216,0.3753,0.1187,NA,NA
E21-W_F5,E21-W,F5,14.9,10.2,33.7,NA,93.06930693,NA,0.524,0.3374,0.2043,0.1283,NA,NA
E21-W_F5,E21-W,F5,16.8,9.5,29.2,NA,80.39215686,NA,1.0101,0.3125,0.4053,0.1518,NA,NA
E21-W_F5,E21-W,F5,13,13,26.1,NA,92.85714286,NA,0.7758,0.2392,0.2557,0.0871,NA,NA
E22_F5,E22,F5,11.4,6.9,26.4,16.7,100,-27.94117647,0.5178,0.1604,0.2818,0.0726,NA,NA
E22_F5,E22,F5,16.5,7.8,27.4,NA,95.55555556,NA,0.6905,0.1508,0.3251,0.0707,NA,NA
E22_F5,E22,F5,13.7,8.7,27.2,NA,91.66666667,NA,0.4405,0.1678,0.1923,0.0877,NA,NA
E22_F5,E22,F5,12.2,6.9,23.1,31.5,96.92307692,66.66666667,0.5574,0.1347,0.2299,0.1135,NA,NA
E23_F5,E23,F5,11.7,7.5,33.9,19.2,101.0869565,33.33333333,0.4899,0.1656,0.2204,0.1244,31.7,31.1
E23_F5,E23,F5,9.5,7.5,32.8,NA,91.04477612,NA,0.8006,0.1436,0.2167,0.0944,28.3,35.9
E23_F5,E23,F5,12.8,8.1,36.3,21.4,94.73684211,70,0.5676,0.1882,0.1755,0.1359,NA,NA
E23_F5,E23,F5,14.9,9.5,32.6,NA,93.93939394,NA,0.5256,0.2311,0.2244,0.0857,NA,NA
E23-W_F5,E23-W,F5,16.4,12,32.5,18.4,86.25,23.11827957,0.8231,0.1179,0.1914,0.0911,NA,NA
E23-W_F5,E23-W,F5,17.6,11.2,27.8,NA,85.96491228,NA,0.6845,0.2123,0.2131,0.0873,NA,NA
E23-W_F5,E23-W,F5,14.1,9.3,29.6,21.1,93.93939394,86.44067797,0.7338,0.1703,0.2843,0.0817,NA,NA
E23-W_F5,E23-W,F5,16.2,10.3,28.5,5.2,90.69767442,27.84810127,0.5186,0.3158,0.1548,0.1483,NA,NA
E24_F5,E24,F5,9.1,6,30.1,11.9,134.4086022,12.40875912,0.4891,0.1578,0.1561,0.0654,31.2,33.5
E24_F5,E24,F5,9.2,5.7,31.8,29.6,75.51020408,20,0.4283,0.1501,0.1656,0.0671,28.2,37
E24_F5,E24,F5,10.7,6.1,33.2,27.5,86.79245283,86.48648649,0.5643,0.1539,0.1476,0.0672,NA,NA
E24_F5,E24,F5,9.7,5.7,34.1,39.5,92.15686275,17.42424242,0.4404,0.1199,0.0916,0.0457,NA,NA
E24-W_F5,E24-W,F5,12.9,7.2,29.9,22.3,100,16.94915254,0.6549,0.2081,0.3041,0.1161,NA,NA
E24-W_F5,E24-W,F5,12.7,9.4,27.1,NA,101.3513514,17.39130435,0.5519,0.2654,0.386,0.2642,NA,NA
E24-W_F5,E24-W,F5,11.8,9,22.7,27.7,105,98.36065574,0.3837,0.2153,0.0784,0.0744,NA,NA
E24-W_F5,E24-W,F5,11.3,9.5,24.3,14.7,100,38.23529412,0.6431,0.2333,0.7383,0.0926,NA,NA
E25_F5,E25,F5,11,7.9,26.8,NA,91.42857143,NA,0.4624,0.1779,0.1574,0.0684,33.5,33.7
E25_F5,E25,F5,10,8.6,27.4,20.3,106.9565217,11.11111111,0.7675,0.2841,0.2692,0.1601,27.8,30.6
E25_F5,E25,F5,12.8,8.6,27.8,29,89.28571429,22.85714286,0.5189,0.2128,0.2597,0.0938,NA,NA
E25_F5,E25,F5,10.1,9.3,28.5,22.4,75.38461538,120,0.6967,0.2034,0.3521,0.0873,NA,NA
E26_F5,E26,F5,12.6,7.6,31.3,45.1,76.47058824,16.32653061,0.7192,0.2133,0.2834,0.0804,NA,NA
E26_F5,E26,F5,12.9,7.3,29.4,NA,92.63157895,NA,0.7726,0.1305,0.3186,0.077,NA,NA
E26_F5,E26,F5,12.2,8.3,32.4,NA,92.40506329,NA,0.5653,0.1769,0.1794,0.1226,NA,NA
E26_F5,E26,F5,11.8,6.4,23.8,32.8,100,58.06451613,0.5313,0.1813,0.2184,0.0924,NA,NA
E26-W_F4,E26-W,F4,15.9,7.8,33.9,31,89.79591837,29.78723404,0.7824,0.1719,0.2857,0.122,26.6,31.1
E26-W_F4,E26-W,F4,17.5,8.6,33.5,27.9,91.83673469,84.375,0.3954,0.1236,0.1339,0.0722,27.7,37.6
E26-W_F4,E26-W,F4,11.7,6.6,32.1,12.7,97.56097561,21.62162162,0.6596,0.1662,0.3384,0.0741,NA,NA
E26-W_F4,E26-W,F4,15,10.3,33.5,29,88.13559322,60.86956522,0.4745,0.1709,0.1696,0.1358,NA,NA
E29-W_F5,E29-W,F5,14,8.2,32.5,NA,82.22222222,NA,0.8535,0.2032,0.3446,0.073,NA,NA
E29-W_F5,E29-W,F5,12.7,9,32.9,NA,83.87096774,NA,0.9424,0.1432,0.3844,0.0648,NA,NA
E29-W_F5,E29-W,F5,12.2,9.5,34.1,36.4,96.15384615,18.18181818,0.6753,0.2251,0.2591,0.1032,NA,NA
E29-W_F5,E29-W,F5,12.5,9.6,24.7,NA,91.83673469,NA,0.5963,0.1754,0.1834,0.0741,NA,NA
E30_F5,E30,F5,13.6,10.2,23.6,25.5,115.1515152,14.03508772,0.7224,0.1619,0.2268,0.1382,30.6,32.5
E30_F5,E30,F5,14.5,9.9,26.6,19.1,102.5,96.55172414,0.7909,0.1931,0.3454,0.1138,31.3,36.7
E30_F5,E30,F5,16.1,9.2,33.7,25.9,93.18181818,89.65517241,0.399,0.1198,0.229,0.085,NA,NA
E30_F5,E30,F5,17.1,7,25.1,NA,81.81818182,NA,0.4426,0.2072,0.1746,0.1691,NA,NA
E32_F5,E32,F5,14.1,8.4,29.9,15.9,91.22807018,-22.80701754,0.4965,0.1774,0.2191,0.0748,32,31.3
E32_F5,E32,F5,12.3,9.1,31.9,24.9,98.03921569,108.8235294,0.3992,0.1908,0.1844,0.1012,31.2,37.4
E32_F5,E32,F5,12,9.2,31.4,21.8,101.6949153,45.16129032,0.4383,0.2089,0.1556,0.0712,NA,NA
E32_F5,E32,F5,14.9,8.9,34.9,47.2,97.87234043,58.97435897,0.6562,0.1714,0.2491,0.1194,NA,NA
E33_F5,E33,F5,10.9,9.1,31.7,14.2,88.52459016,14.44444444,0.4728,0.1986,0.2599,0.1233,29.5,35.4
